"Bundesland";"Datum";"R_eff";"R_eff_lwr";"R_eff_upr"
"Burgenland";2020-03-12;NA;NA;NA
"Burgenland";2020-03-13;NA;NA;NA
"Burgenland";2020-03-14;NA;NA;NA
"Burgenland";2020-03-15;NA;NA;NA
"Burgenland";2020-03-16;NA;NA;NA
"Burgenland";2020-03-17;NA;NA;NA
"Burgenland";2020-03-18;NA;NA;NA
"Burgenland";2020-03-19;2,04678671548637;1,34884534266981;2,8879420743033
"Burgenland";2020-03-20;1,88305487145883;1,27944442535615;2,60146250035497
"Burgenland";2020-03-21;2,40827237555664;1,78165316116443;3,12785610998403
"Burgenland";2020-03-22;2,32712402007308;1,78006548171596;2,94636384036596
"Burgenland";2020-03-23;2,41844195363595;1,92904401703807;2,96233192309468
"Burgenland";2020-03-24;1,80898298246587;1,44291567304442;2,21581007112331
"Burgenland";2020-03-25;1,44505314098541;1,15425712421321;1,76802618621863
"Burgenland";2020-03-26;1,64328271344787;1,35429753799005;1,9597979169556
"Burgenland";2020-03-27;1,71986258274417;1,44297056572989;2,02069738566032
"Burgenland";2020-03-28;1,6043688394232;1,35710603443825;1,87201886094479
"Burgenland";2020-03-29;1,53344522572015;1,30968818992388;1,77458885434212
"Burgenland";2020-03-30;1,38479127744395;1,18667127060224;1,59798100886472
"Burgenland";2020-03-31;1,21645075747889;1,0414456885642;1,40484748082779
"Burgenland";2020-04-01;1,14556475071207;0,982568148205985;1,32088613579235
"Burgenland";2020-04-02;1,10413785495815;0,948306866410442;1,27164891625936
"Burgenland";2020-04-03;0,999359574430887;0,85395252604863;1,1560301990035
"Burgenland";2020-04-04;0,983201490242646;0,840145446833411;1,13733899539915
"Burgenland";2020-04-05;0,872064804212889;0,7376635466468;1,01754766194511
"Burgenland";2020-04-06;0,901844062292539;0,763737906219812;1,05125851725964
"Burgenland";2020-04-07;0,937857448325289;0,794689649517856;1,09270779011402
"Burgenland";2020-04-08;0,831569251681343;0,69527327304564;0,979883395084659
"Burgenland";2020-04-09;0,724098165250318;0,59512062894166;0,865537191831945
"Burgenland";2020-04-10;0,72294652975482;0,590092389088812;0,869087297274655
"Burgenland";2020-04-11;0,680886328026366;0,546807631677193;0,82944548276004
"Burgenland";2020-04-12;0,735183731954065;0,58885203129008;0,897509768080808
"Burgenland";2020-04-13;0,784561397678393;0,625796897012626;0,961003538032542
"Burgenland";2020-04-14;0,784322880021209;0,618975351472368;0,968947728737359
"Burgenland";2020-04-15;0,780130093242123;0,60928807520437;0,971765082224584
"Burgenland";2020-04-16;0,851136698872276;0,665962047370126;1,05868211665352
"Burgenland";2020-04-17;0,856994697777132;0,665489915925259;1,07234778163875
"Burgenland";2020-04-18;0,903537157395598;0,701631956965638;1,13058583544857
"Burgenland";2020-04-19;0,928853746222606;0,719848895103191;1,16409195261531
"Burgenland";2020-04-20;0,987470466453024;0,768310964251883;1,23371129915404
"Burgenland";2020-04-21;0,903989197125517;0,693083333877111;1,14248271692928
"Burgenland";2020-04-22;0,922456501002057;0,707242109865998;1,16582212803542
"Burgenland";2020-04-23;0,871263637125466;0,659886570379131;1,11155903490957
"Burgenland";2020-04-24;0,838738071623885;0,62827237099784;1,07914068681673
"Burgenland";2020-04-25;0,778945934279105;0,572340173651337;1,01689823404623
"Burgenland";2020-04-26;0,775447843287466;0,563441590040122;1,02078399335736
"Burgenland";2020-04-27;0,815442136975533;0,590139517832034;1,07660737013668
"Burgenland";2020-04-28;0,856015535291016;0,616940703780845;1,1336321666358
"Burgenland";2020-04-29;0,780033471239152;0,546325853552905;1,05470335032149
"Burgenland";2020-04-30;0,692489161768602;0,467219529485255;0,961378950882787
"Burgenland";2020-05-01;0,678476900365811;0,447120552543752;0,95730638282148
"Burgenland";2020-05-02;0,698299842065809;0,451902839166888;0,9974542203949
"Burgenland";2020-05-03;0,625146045026483;0,381855445140192;0,927430838141832
"Burgenland";2020-05-04;0,600507233928419;0,349817593147481;0,917822236263534
"Burgenland";2020-05-05;0,608692598141166;0,340680626504146;0,953197234000114
"Burgenland";2020-05-06;0,659130436858684;0,360352743335995;1,04662361236268
"Burgenland";2020-05-07;NA;NA;NA
"Burgenland";2020-05-08;NA;NA;NA
"Burgenland";2020-05-09;NA;NA;NA
"Burgenland";2020-05-10;NA;NA;NA
"Burgenland";2020-05-11;NA;NA;NA
"Burgenland";2020-05-12;NA;NA;NA
"Burgenland";2020-05-13;NA;NA;NA
"Burgenland";2020-05-14;NA;NA;NA
"Burgenland";2020-05-15;NA;NA;NA
"Burgenland";2020-05-16;NA;NA;NA
"Burgenland";2020-05-17;NA;NA;NA
"Burgenland";2020-05-18;NA;NA;NA
"Burgenland";2020-05-19;NA;NA;NA
"Burgenland";2020-05-20;NA;NA;NA
"Burgenland";2020-05-21;NA;NA;NA
"Burgenland";2020-05-22;NA;NA;NA
"Burgenland";2020-05-23;NA;NA;NA
"Burgenland";2020-05-24;NA;NA;NA
"Burgenland";2020-05-25;NA;NA;NA
"Burgenland";2020-05-26;NA;NA;NA
"Burgenland";2020-05-27;NA;NA;NA
"Burgenland";2020-05-28;NA;NA;NA
"Burgenland";2020-05-29;NA;NA;NA
"Burgenland";2020-05-30;NA;NA;NA
"Burgenland";2020-05-31;NA;NA;NA
"Burgenland";2020-06-01;NA;NA;NA
"Burgenland";2020-06-02;NA;NA;NA
"Burgenland";2020-06-03;NA;NA;NA
"Burgenland";2020-06-04;NA;NA;NA
"Burgenland";2020-06-05;NA;NA;NA
"Burgenland";2020-06-06;NA;NA;NA
"Burgenland";2020-06-07;NA;NA;NA
"Burgenland";2020-06-08;NA;NA;NA
"Burgenland";2020-06-09;NA;NA;NA
"Burgenland";2020-06-10;NA;NA;NA
"Burgenland";2020-06-11;NA;NA;NA
"Burgenland";2020-06-12;NA;NA;NA
"Burgenland";2020-06-13;NA;NA;NA
"Burgenland";2020-06-14;NA;NA;NA
"Burgenland";2020-06-15;NA;NA;NA
"Burgenland";2020-06-16;NA;NA;NA
"Burgenland";2020-06-17;NA;NA;NA
"Burgenland";2020-06-18;NA;NA;NA
"Burgenland";2020-06-19;NA;NA;NA
"Burgenland";2020-06-20;NA;NA;NA
"Burgenland";2020-06-21;NA;NA;NA
"Burgenland";2020-06-22;NA;NA;NA
"Burgenland";2020-06-23;NA;NA;NA
"Burgenland";2020-06-24;NA;NA;NA
"Burgenland";2020-06-25;NA;NA;NA
"Burgenland";2020-06-26;NA;NA;NA
"Burgenland";2020-06-27;NA;NA;NA
"Burgenland";2020-06-28;NA;NA;NA
"Burgenland";2020-06-29;NA;NA;NA
"Burgenland";2020-06-30;NA;NA;NA
"Burgenland";2020-07-01;NA;NA;NA
"Burgenland";2020-07-02;1,40041897399858;0,765622084613825;2,22370487452073
"Burgenland";2020-07-03;1,68684835686031;0,999733243138893;2,55076275874296
"Burgenland";2020-07-04;1,50224146028345;0,890323496453597;2,27160998553706
"Burgenland";2020-07-05;1,3209523925807;0,782880105432109;1,99747425746005
"Burgenland";2020-07-06;1,19829136028487;0,710183403843521;1,81199273989701
"Burgenland";2020-07-07;1,06394239109655;0,61978565031797;1,62614191716499
"Burgenland";2020-07-08;1,15652524134398;0,696303744653221;1,73160804258413
"Burgenland";2020-07-09;1,31261726586998;0,822610252160094;1,91527151862409
"Burgenland";2020-07-10;1,19586214697082;0,740257517133414;1,75896390072088
"Burgenland";2020-07-11;1,07870271016422;0,658899639277476;1,60030150802776
"Burgenland";2020-07-12;1,04470264330937;0,638131515145608;1,54986095777403
"Burgenland";2020-07-13;1,08540926479805;0,671885442204409;1,59650150238792
"Burgenland";2020-07-14;1,2316706597079;0,789154632001116;1,77110612029797
"Burgenland";2020-07-15;1,04658743733959;0,647854119131114;1,5393994415589
"Burgenland";2020-07-16;0,873807347115497;0,517873612917007;1,32132519812672
"Burgenland";2020-07-17;1,03302142404884;0,639456543088218;1,51944552988474
"Burgenland";2020-07-18;1,1066833575816;0,693552568225743;1,61478838502591
"Burgenland";2020-07-19;1,25675630061903;0,81330641391881;1,79515560586679
"Burgenland";2020-07-20;1,40801371990722;0,942968886149863;1,96480041043198
"Burgenland";2020-07-21;1,21697577616673;0,801994704873006;1,71710883249732
"Burgenland";2020-07-22;1,04743403461906;0,677844080107601;1,49615886397061
"Burgenland";2020-07-23;1,05098368132853;0,686537433932461;1,49178772979418
"Burgenland";2020-07-24;1,07973942865713;0,711555087113736;1,52347330657859
"Burgenland";2020-07-25;1,1893633618618;0,802458465771277;1,6511867104531
"Burgenland";2020-07-26;1,23598086570317;0,845409997178498;1,6995519241937
"Burgenland";2020-07-27;1,03203723018415;0,685781244502881;1,44793284351485
"Burgenland";2020-07-28;1,10746680334323;0,752469962124242;1,52997844245156
"Burgenland";2020-07-29;1,22834567577838;0,855587769853634;1,66744739141397
"Burgenland";2020-07-30;1,32122366710197;0,939519185034474;1,7669831529255
"Burgenland";2020-07-31;1,24032243036469;0,881990497121692;1,65878714802107
"Burgenland";2020-08-01;1,03969262991667;0,724184011149774;1,41135577534257
"Burgenland";2020-08-02;0,915240171306229;0,626023599646461;1,2585131674817
"Burgenland";2020-08-03;0,976306668512185;0,676120749310834;1,33077115102395
"Burgenland";2020-08-04;0,995871471726521;0,689669944288222;1,35743928362288
"Burgenland";2020-08-05;0,980856422457945;0,675176429124898;1,34271671070055
"Burgenland";2020-08-06;0,932137407319575;0,633342143947739;1,28775881524969
"Burgenland";2020-08-07;0,888361032013368;0,594949325431139;1,23965561956787
"Burgenland";2020-08-08;0,853729040827233;0,562612817402493;1,20458081851176
"Burgenland";2020-08-09;0,893025337763273;0,588509324696245;1,26002647312113
"Burgenland";2020-08-10;0,86706083641884;0,561116056605328;1,23851308352952
"Burgenland";2020-08-11;0,799982583415799;0,501344825927756;1,16727388649432
"Burgenland";2020-08-12;0,694119348778514;0,411379117072148;1,04961052236053
"Burgenland";2020-08-13;0,797671723421931;0,480250484958922;1,19431441895226
"Burgenland";2020-08-14;0,874952099607238;0,526778319719801;1,31002250395774
"Burgenland";2020-08-15;0,941027398615404;0,566559966054646;1,40895378110455
"Burgenland";2020-08-16;0,934939769818474;0,554104560981325;1,41376641049078
"Burgenland";2020-08-17;1,02137730519293;0,614935858626994;1,52925772214853
"Burgenland";2020-08-18;1,15295440443519;0,713696948228642;1,69585196898797
"Burgenland";2020-08-19;1,47204556146316;0,970087300623083;2,07700308003548
"Burgenland";2020-08-20;1,58257590831647;1,07528354817924;2,18634727104951
"Burgenland";2020-08-21;1,45114294144657;0,992580697708448;1,99541339744973
"Burgenland";2020-08-22;1,52494466818457;1,07914160730696;2,04662126222484
"Burgenland";2020-08-23;1,35192605144798;0,956703336558796;1,81441376829957
"Burgenland";2020-08-24;1,24835610572001;0,887703225640414;1,6695312554439
"Burgenland";2020-08-25;1,18380621944812;0,845728519009665;1,57784452064489
"Burgenland";2020-08-26;1,23088175097603;0,894360564575338;1,62030805809622
"Burgenland";2020-08-27;1,2212936596281;0,894140454459094;1,59866120071077
"Burgenland";2020-08-28;1,35675014238584;1,01923246402481;1,74179846914148
"Burgenland";2020-08-29;1,33258106304387;1,00928388374547;1,70010827636837
"Burgenland";2020-08-30;1,33232147971499;1,02148323884089;1,6838190863432
"Burgenland";2020-08-31;1,2825584667538;0,989851547448437;1,61260162865711
"Burgenland";2020-09-01;1,18489671073197;0,914478265971912;1,48980839084323
"Burgenland";2020-09-02;1,09611281039443;0,844140427854198;1,38049186807654
"Burgenland";2020-09-03;1,16875172253513;0,912804791897972;1,45584963788467
"Burgenland";2020-09-04;1,20754982314353;0,95141191577053;1,49375739460664
"Burgenland";2020-09-05;1,24412278005152;0,989487768107342;1,52747332385303
"Burgenland";2020-09-06;1,17459150370563;0,934187480588859;1,44210621098062
"Burgenland";2020-09-07;1,09834024144716;0,872240692297595;1,35010321492454
"Burgenland";2020-09-08;1,0957215558329;0,873990425298949;1,34214134798101
"Burgenland";2020-09-09;1,18038382211486;0,952722086600936;1,43206999491505
"Burgenland";2020-09-10;1,13983284901267;0,919992217736418;1,38287258068735
"Burgenland";2020-09-11;1,15381569662558;0,936723355079202;1,3931944711507
"Burgenland";2020-09-12;1,05205139308226;0,849141253590668;1,27637401065218
"Burgenland";2020-09-13;1,0668865488253;0,865173120056534;1,28941962597189
"Burgenland";2020-09-14;1,06960699896324;0,869323789099308;1,29034158242413
"Burgenland";2020-09-15;1,12626530107439;0,922093746663521;1,35055043049566
"Burgenland";2020-09-16;1,19236797823433;0,98442205385158;1,41994253826827
"Burgenland";2020-09-17;1,17560061529902;0,973075702402664;1,39698642753179
"Burgenland";2020-09-18;1,15888412801851;0,962383225756748;1,37336850121089
"Burgenland";2020-09-19;1,17053226193797;0,977265850048891;1,38097779673887
"Burgenland";2020-09-20;1,11925799593371;0,934457470663148;1,32048512584166
"Burgenland";2020-09-21;1,25126710197852;1,05904045353151;1,45928804223027
"Burgenland";2020-09-22;1,20640606020172;1,02224321070316;1,40559666330651
"Burgenland";2020-09-23;1,18305305170687;1,0057749393142;1,37450864652869
"Burgenland";2020-09-24;1,14198105418002;0,972394098602841;1,32499840235422
"Burgenland";2020-09-25;1,18611508231686;1,01688601652917;1,36817808955622
"Burgenland";2020-09-26;1,16608260584467;1,00194935704473;1,3424827049235
"Burgenland";2020-09-27;1,11280648697242;0,956172177295767;1,28114719763357
"Burgenland";2020-09-28;1,17093566721116;1,01312468782104;1,34000197300726
"Burgenland";2020-09-29;1,10249892808458;0,952436112513956;1,26337879406923
"Burgenland";2020-09-30;1,15101252831232;1,0002455240534;1,31220832890518
"Burgenland";2020-10-01;1,14200005867478;0,99444217292761;1,29961642247608
"Burgenland";2020-10-02;1,1392619736173;0,994631124669024;1,29356732356999
"Burgenland";2020-10-03;1,11541784556985;0,975024677447356;1,26511617792624
"Burgenland";2020-10-04;1,00529110943896;0,874513756406113;1,14504809417189
"Burgenland";2020-10-05;1,13063732541273;0,992937236850286;1,27714868265219
"Burgenland";2020-10-06;1,13997779405026;1,00303452168405;1,28555644518753
"Burgenland";2020-10-07;1,17341032413718;1,03662150256379;1,31855326770437
"Burgenland";2020-10-08;1,15012548213016;1,01749219608771;1,2907665358222
"Burgenland";2020-10-09;1,20159612314022;1,06881160815045;1,34204272198792
"Burgenland";2020-10-10;1,22942371701174;1,09819713021681;1,3679492977776
"Burgenland";2020-10-11;1,0737405971162;0,954695305007212;1,19967909867508
"Burgenland";2020-10-12;1,15409111704702;1,03309625242753;1,28168938406178
"Burgenland";2020-10-13;1,10039670138435;0,984347392751174;1,22281918773219
"Burgenland";2020-10-14;1,10951705286581;0,994866528977451;1,23032980859848
"Burgenland";2020-10-15;1,12339924497075;1,00971989970807;1,24305508341104
"Burgenland";2020-10-16;1,20099731063145;1,08517862244276;1,32260388601541
"Burgenland";2020-10-17;1,21137638874963;1,09748379947318;1,33081081027035
"Burgenland";2020-10-18;1,0835463017503;0,978793955143936;1,19354721702129
"Burgenland";2020-10-19;1,0916972997513;0,988692208844429;1,19973316079802
"Burgenland";2020-10-20;1,08921118464819;0,987755877515306;1,19555499252606
"Burgenland";2020-10-21;1,13006499317579;1,02794190231388;1,23695500095495
"Burgenland";2020-10-22;1,19440731235471;1,09087595998169;1,30256492214802
"Burgenland";2020-10-23;1,24010802379832;1,1367642806341;1,34788351229125
"Burgenland";2020-10-24;1,38963887687072;1,28314758516575;1,50031474730778
"Burgenland";2020-10-25;1,27591136925626;1,17798257509909;1,37769453198364
"Burgenland";2020-10-26;1,45065303662586;1,35043248910052;1,55440991127848
"Burgenland";2020-10-27;1,48795319975738;1,39120067828838;1,58791210102975
"Burgenland";2020-10-28;1,48877581902546;1,39742441086361;1,58297858379926
"Burgenland";2020-10-29;1,44729804060869;1,36260451017136;1,53450896693108
"Burgenland";2020-10-30;1,40051713042774;1,32203262193051;1,48123279734322
"Burgenland";2020-10-31;1,45544392130453;1,37968487645599;1,53319928215638
"Burgenland";2020-11-01;1,38322705473886;1,31336520990111;1,45487372708242
"Burgenland";2020-11-02;1,38588432135076;1,31959446336708;1,45377587160347
"Burgenland";2020-11-03;1,37662996681616;1,31383045169537;1,44087496657518
"Burgenland";2020-11-04;1,32388114757006;1,26528972005788;1,38378005256671
"Burgenland";2020-11-05;1,28635634613717;1,23121554105839;1,34268809292909
"Burgenland";2020-11-06;1,2239025039059;1,17230455317025;1,27659609118165
"Burgenland";2020-11-07;1,24580250652854;1,19553353450059;1,29709217821604
"Burgenland";2020-11-08;1,17868719625926;1,13136882988131;1,22696135260036
"Burgenland";2020-11-09;1,19684663277996;1,15052357633021;1,2440711320887
"Burgenland";2020-11-10;1,15174367272257;1,10750463151907;1,19683693999636
"Burgenland";2020-11-11;1,0940268663072;1,05194761219168;1,13691976903508
"Burgenland";2020-11-12;1,08879630565302;1,04757796197251;1,1307988534596
"Burgenland";2020-11-13;1,01760407866391;0,978318879385545;1,05765177737177
"Burgenland";2020-11-14;1,05425164605069;1,01458674884567;1,09466645732467
"Burgenland";2020-11-15;1,01184846577391;0,973229147868512;1,05120867939643
"Burgenland";2020-11-16;0,957801040968945;0,920404717882232;0,995931607416046
"Burgenland";2020-11-17;0,967170705390057;0,929551480209262;1,00552569934367
"Burgenland";2020-11-18;0,9731453782572;0,935233409867963;1,01180004672854
"Burgenland";2020-11-19;0,950502836361815;0,912859756410407;0,98889580768601
"Burgenland";2020-11-20;0,937454672204032;0,899860382100644;0,975807514784515
"Burgenland";2020-11-21;0,939391120015102;0,901461689858348;0,9780912035729
"Burgenland";2020-11-22;0,877549554284593;0,840570625301323;0,915313323135785
"Burgenland";2020-11-23;0,845524184432441;0,808751778595673;0,883102641334969
"Burgenland";2020-11-24;0,893339982770644;0,854784323831741;0,932734194176597
"Burgenland";2020-11-25;0,905477580886764;0,865870403956688;0,945958071819775
"Burgenland";2020-11-26;0,940503461718462;0,899446796456156;0,982463542938714
"Burgenland";2020-11-27;0,87027295086251;0,830297851332605;0,911174692622588
"Burgenland";2020-11-28;0,868965457935097;0,828449436153573;0,910435140083002
"Burgenland";2020-11-29;0,894161314190524;0,852290346327811;0,937022196631605
"Burgenland";2020-11-30;0,894522402253291;0,851863806874363;0,93820854471997
"Burgenland";2020-12-01;0,886854781932638;0,843659570020551;0,931113220276741
"Burgenland";2020-12-02;0,924344402718801;0,879491114337288;0,970297510158204
"Burgenland";2020-12-03;0,885913211644192;0,841363193877051;0,931596321318374
"Burgenland";2020-12-04;0,860414835518923;0,815866430995409;0,906130722073715
"Burgenland";2020-12-05;0,845602555669421;0,800628829753104;0,891787887298222
"Burgenland";2020-12-06;0,883941115694604;0,836928337413748;0,932220432372365
"Burgenland";2020-12-07;0,858480795065762;0,811169015046571;0,907114632101428
"Burgenland";2020-12-08;0,811177152465708;0,764256830149876;0,859475518307595
"Burgenland";2020-12-09;0,797438052925108;0,749770962987531;0,846553357076073
"Burgenland";2020-12-10;0,859357501813162;0,808372750151874;0,911879340734938
"Burgenland";2020-12-11;0,860748430661705;0,808296936472368;0,914825452158671
"Burgenland";2020-12-12;0,904344682774858;0,849290562768453;0,961103263327263
"Burgenland";2020-12-13;0,846163964585034;0,791926040911443;0,902172900390175
"Burgenland";2020-12-14;0,81093106389641;0,75682145576177;0,866882421424768
"Burgenland";2020-12-15;0,811936380427691;0,756435612361841;0,869374071064513
"Burgenland";2020-12-16;0,799910386244102;0,743232402740598;0,85864138770437
"Burgenland";2020-12-17;0,851054864167886;0,790753017384308;0,913540994276664
"Burgenland";2020-12-18;0,897361356148317;0,833651198217004;0,963384045409371
"Burgenland";2020-12-19;0,959056618379501;0,891726236016084;1,0288026560738
"Burgenland";2020-12-20;0,926931698000844;0,859902318412754;0,996440899284909
"Burgenland";2020-12-21;0,950339581399391;0,881807201067716;1,02140012461693
"Burgenland";2020-12-22;0,97845329609528;0,908279322483365;1,05120130394462
"Burgenland";2020-12-23;0,932901153015071;0,863992042647141;1,00441647671112
"Burgenland";2020-12-24;0,983539600808398;0,91226839895595;1,05745326328881
"Burgenland";2020-12-25;0,913739678368843;0,844679290769943;0,985475042767339
"Burgenland";2020-12-26;0,911404692680806;0,841885800911807;0,983642141417205
"Burgenland";2020-12-27;0,933700883940786;0,862481313516618;1,00770551687768
"Burgenland";2020-12-28;0,925059252094303;0,853326460620773;0,999645691551898
"Burgenland";2020-12-29;1,04195416342952;0,9648782252697;1,1219495836262
"Burgenland";2020-12-30;1,03774260546006;0,96052875963194;1,11789895161786
"Burgenland";2020-12-31;1,04430785644487;0,967113789085648;1,12442367905976
"Burgenland";2021-01-01;1,00924389759684;0,933817568947315;1,08755785297904
"Burgenland";2021-01-02;1,03569798491958;0,959580163410181;1,11467963525652
"Burgenland";2021-01-03;1,04487527699151;0,968680705138931;1,12391339597971
"Burgenland";2021-01-04;1,06237615768331;0,985922311606466;1,14164435751009
"Burgenland";2021-01-05;1,11584514472585;1,03801386888061;1,19645011149046
"Burgenland";2021-01-06;1,08806793480238;1,01212519834762;1,16671886923332
"Burgenland";2021-01-07;1,10981822872868;1,03414244819062;1,18812827705253
"Burgenland";2021-01-08;1,08377276870206;1,01005423923143;1,16005091537427
"Burgenland";2021-01-09;1,05325230564215;0,981565866398299;1,12742938516682
"Burgenland";2021-01-10;1,01601222792914;0,94634582350074;1,08811774829146
"Burgenland";2021-01-11;0,975007180810916;0,907174086342496;1,04525122618441
"Burgenland";2021-01-12;0,929973240528571;0,863770658018514;0,998585508978067
"Burgenland";2021-01-13;0,948981157295664;0,881695937380253;1,0187052986871
"Burgenland";2021-01-14;0,94594605119993;0,878195758904685;1,01617796764235
"Burgenland";2021-01-15;0,944903728935198;0,876622035488285;1,01570975959257
"Burgenland";2021-01-16;0,935236353937174;0,86674663286245;1,00629337794341
"Burgenland";2021-01-17;0,919294189135406;0,850792925893959;0,990409921278772
"Burgenland";2021-01-18;0,867488199950676;0,800273306987971;0,937374793353813
"Burgenland";2021-01-19;0,871593601531898;0,803182918944803;0,942760321824324
"Burgenland";2021-01-20;0,890826789625676;0,820327639194664;0,964190612905408
"Burgenland";2021-01-21;0,925320636328691;0,852091677010047;1,00152519195194
"Burgenland";2021-01-22;0,900721830665124;0,827398944892204;0,977113101105914
"Burgenland";2021-01-23;1,00128201446206;0,922820396235357;1,08289921898063
"Burgenland";2021-01-24;0,985987446190301;0,907499228547741;1,06768447987322
"Burgenland";2021-01-25;0,99518521982128;0,916097781874809;1,07750031697484
"Burgenland";2021-01-26;0,97921767933257;0,900671326514651;1,06100086445028
"Burgenland";2021-01-27;0,971085659342164;0,892721510522869;1,05269945383347
"Burgenland";2021-01-28;0,965804710605511;0,887390557460232;1,0474913039578
"Burgenland";2021-01-29;0,960989245095011;0,882413732772212;1,04286815103158
"Burgenland";2021-01-30;0,897684948771348;0,821383200960046;0,97732706888934
"Burgenland";2021-01-31;0,953787820006079;0,874304418873037;1,03667975058558
"Burgenland";2021-02-01;0,989548775018917;0,907687362597955;1,07489393722491
"Burgenland";2021-02-02;0,975580106641974;0,893826690905277;1,06085984563216
"Burgenland";2021-02-03;0,984284134885311;0,901878196099894;1,07024108262459
"Burgenland";2021-02-04;1,07317875705729;0,986799760404186;1,16313011185862
"Burgenland";2021-02-05;0,995542786645616;0,912656213826377;1,0819804084865
"Burgenland";2021-02-06;1,00071220150463;0,917927283459038;1,08702017066693
"Burgenland";2021-02-07;0,943167319154831;0,862922533426198;1,02692862919343
"Burgenland";2021-02-08;0,976484177663836;0,894501826782147;1,06200964111823
"Burgenland";2021-02-09;0,99498619442953;0,911761751259918;1,08179343301399
"Burgenland";2021-02-10;1,00528304759173;0,921353262797575;1,09281899544842
"Burgenland";2021-02-11;1,0430499414984;0,957460122719967;1,13225145270043
"Burgenland";2021-02-12;1,10174026742665;1,01396382384625;1,19310840573353
"Burgenland";2021-02-13;1,04831783014299;0,963500899793619;1,13666154710565
"Burgenland";2021-02-14;1,0217912182925;0,938904029486469;1,10813436503043
"Burgenland";2021-02-15;1,01286064219385;0,930841133595721;1,09829371351482
"Burgenland";2021-02-16;1,04801581619928;0,964799668706506;1,13462515749728
"Burgenland";2021-02-17;1,0502721188761;0,967292483921302;1,13661773431034
"Burgenland";2021-02-18;1,08809381445921;1,00411971331756;1,1753920177703
"Burgenland";2021-02-19;1,10562670351356;1,02174513895962;1,19277020027709
"Burgenland";2021-02-20;1,17793097089715;1,0923946319401;1,26664556186432
"Burgenland";2021-02-21;1,09332050658763;1,01250347901297;1,17719641657569
"Burgenland";2021-02-22;1,1592181244596;1,07746096640934;1,24392253309046
"Burgenland";2021-02-23;1,17064376112139;1,08997175351611;1,25415488923584
"Burgenland";2021-02-24;1,12738756935508;1,04993956130167;1,20755239860186
"Burgenland";2021-02-25;1,14576369084652;1,06926719497269;1,22486551622734
"Burgenland";2021-02-26;1,15947201370091;1,083994144428;1,23745411845036
"Burgenland";2021-02-27;1,09650498128219;1,02464099498389;1,17077005788298
"Burgenland";2021-02-28;1,14891321056583;1,0766310839475;1,22351047177821
"Burgenland";2021-03-01;1,1284480244244;1,05807665779433;1,20105289687368
"Burgenland";2021-03-02;1,12643098610189;1,05741603072296;1,19759679846564
"Burgenland";2021-03-03;1,12649958549151;1,05871328107982;1,19635953969235
"Burgenland";2021-03-04;1,13857644335662;1,07161484523097;1,20753866128899
"Burgenland";2021-03-05;1,106147701131;1,04135910763744;1,17286384149759
"Burgenland";2021-03-06;1,07825871005598;1,01538780726571;1,14299143408522
"Burgenland";2021-03-07;1,11566983909097;1,05257000967241;1,18058054227857
"Burgenland";2021-03-08;1,12117548907828;1,05878326040408;1,18532868181958
"Burgenland";2021-03-09;1,15224113931276;1,08997520037341;1,21621221460115
"Burgenland";2021-03-10;1,14229310704984;1,08144890464203;1,20477898963663
"Burgenland";2021-03-11;1,14165046188057;1,08203306137355;1,2028440444733
"Burgenland";2021-03-12;1,1236384256644;1,06566601450509;1,18312463910165
"Burgenland";2021-03-13;1,05655779175051;1,0014037892549;1,11316943357752
"Burgenland";2021-03-14;1,05056410445463;0,996304697012563;1,1062418923309
"Burgenland";2021-03-15;1,01956041260716;0,966584599345581;1,07392963068064
"Burgenland";2021-03-16;1,01005041359176;0,95760605754687;1,06387318844075
"Burgenland";2021-03-17;1,00395266682846;0,951806382341421;1,05747003626864
"Burgenland";2021-03-18;1,02691130971912;0,974224381972397;1,08096615993449
"Burgenland";2021-03-19;1,08605232987827;1,03195818069385;1,14150887464673
"Burgenland";2021-03-20;0,989807725097188;0,938559939589706;1,04239856361325
"Burgenland";2021-03-21;0,972340561270888;0,921818266207639;1,02419172709072
"Burgenland";2021-03-22;0,973329919213737;0,922738205754848;1,02525281595699
"Burgenland";2021-03-23;0,996174782512206;0,94479669062988;1,04889399969173
"Burgenland";2021-03-24;0,978874025064446;0,927811919757223;1,03128463207013
"Burgenland";2021-03-25;1,04125062529228;0,988447313600745;1,0954085728056
"Burgenland";2021-03-26;1,06759190444341;1,01417217014758;1,12236340906234
"Burgenland";2021-03-27;1,03970315288517;0,987332139147694;1,09340846190294
"Burgenland";2021-03-28;1,03594721824476;0,984059520200988;1,08914925411861
"Burgenland";2021-03-29;1,02686715437149;0,975519062708593;1,0795137153957
"Burgenland";2021-03-30;1,01854349889019;0,967645161125696;1,07072806361084
"Burgenland";2021-03-31;1,00742623250167;0,956983745107844;1,05914601679863
"Burgenland";2021-04-01;0,970327353124047;0,920936155094192;1,02099052716062
"Burgenland";2021-04-02;0,983325314075047;0,933543775463721;1,03438175154582
"Burgenland";2021-04-03;0,998000230909985;0,947696185605323;1,04958679010032
"Burgenland";2021-04-04;0,931807783522652;0,88313093787174;0,981772037175849
"Burgenland";2021-04-05;0,871755402841491;0,824464093845992;0,920346930631922
"Burgenland";2021-04-06;0,931993083647879;0,882443123441732;0,982877423299898
"Burgenland";2021-04-07;0,923334769547703;0,873303601084454;0,974739841913239
